cnum,x,y
20713,3067,4299
20714,3067,4301
20715,3066,4301
20716,3066,4302
20717,3065,4302
20718,3065,4303
20719,3066,4303
20720,3066,4304
20721,3065,4304
20722,3065,4303
20723,3064,4303
20724,3064,4304
20725,3063,4304
20726,3063,4303
20727,3062,4303
20728,3062,4308
20729,3063,4308
20730,3063,4307
20731,3064,4307
20732,3064,4308
20733,3065,4308
20734,3065,4307
20735,3066,4307
20736,3066,4308
20737,3065,4308
20738,3065,4309
20739,3062,4309
20740,3062,4311
20741,3063,4311
20742,3063,4313
20743,3064,4313
20744,3064,4314
20745,3063,4314
20746,3063,4313
20747,3062,4313
20748,3062,4312
20749,3061,4312
20750,3061,4313
20751,3060,4313
20752,3060,4312
20753,3059,4312
20754,3059,4315
20755,3060,4315
20756,3060,4316
20757,3061,4316
20758,3061,4317
20759,3060,4317
20760,3060,4318
20761,3061,4318
20762,3061,4319
20763,3060,4319
20764,3060,4322
20765,3058,4322
20766,3058,4323
20767,3061,4323
20768,3061,4324
20769,3062,4324
20770,3062,4326
20771,3061,4326
20772,3061,4325
20773,3060,4325
20774,3060,4326
20775,3059,4326
20776,3059,4328
20777,3058,4328
20778,3058,4327
20779,3057,4327
20780,3057,4329
20781,3059,4329
20782,3059,4331
20783,3060,4331
20784,3060,4330
20785,3061,4330
20786,3061,4331
20787,3060,4331
20788,3060,4332
20789,3059,4332
20790,3059,4333
20791,3058,4333
20792,3058,4336
20793,3057,4336
20794,3057,4339
20795,3055,4339
20796,3055,4341
20797,3056,4341
20798,3056,4340
20799,3057,4340
20800,3057,4341
20801,3056,4341
20802,3056,4342
20803,3055,4342
20804,3055,4344
20805,3054,4344
20806,3054,4345
20807,3056,4345
20808,3056,4344
20809,3058,4344
20810,3058,4345
20811,3056,4345
20812,3056,4346
20813,3055,4346
20814,3055,4347
20815,3054,4347
20816,3054,4348
20817,3055,4348
20818,3055,4349
20819,3054,4349
20820,3054,4350
20821,3055,4350
20822,3055,4351
20823,3054,4351
20824,3054,4353
20825,3052,4353
20826,3052,4354
20827,3055,4354
20828,3055,4352
20829,3056,4352
20830,3056,4351
20831,3057,4351
20832,3057,4352
20833,3056,4352
20834,3056,4356
20835,3055,4356
20836,3055,4355
20837,3054,4355
20838,3054,4357
20839,3055,4357
20840,3055,4358
20841,3054,4358
20842,3054,4357
20843,3051,4357
20844,3051,4359
20845,3052,4359
20846,3052,4358
20847,3053,4358
20848,3053,4359
20849,3054,4359
20850,3054,4360
20851,3055,4360
20852,3055,4361
20853,3054,4361
20854,3054,4360
20855,3053,4360
20856,3053,4361
20857,3052,4361
20858,3052,4362
20859,3051,4362
20860,3051,4363
20861,3052,4363
20862,3052,4364
20863,3053,4364
20864,3053,4363
20865,3054,4363
20866,3054,4364
20867,3053,4364
20868,3053,4365
20869,3054,4365
20870,3054,4366
20871,3053,4366
20872,3053,4365
20873,3052,4365
20874,3052,4366
20875,3051,4366
20876,3051,4364
20877,3049,4364
20878,3049,4365
20879,3050,4365
20880,3050,4366
20881,3049,4366
20882,3049,4367
20883,3048,4367
20884,3048,4368
20885,3049,4368
20886,3049,4369
20887,3048,4369
20888,3048,4370
20889,3050,4370
20890,3050,4372
20891,3049,4372
20892,3049,4373
20893,3048,4373
20894,3048,4374
20895,3049,4374
20896,3049,4375
20897,3048,4375
20898,3048,4376
20899,3047,4376
20900,3047,4377
20901,3046,4377
20902,3046,4379
20903,3047,4379
20904,3047,4381
20905,3046,4381
20906,3046,4383
20907,3047,4383
20908,3047,4382
20909,3048,4382
20910,3048,4383
20911,3047,4383
20912,3047,4384
20913,3045,4384
20914,3045,4385
20915,3046,4385
20916,3046,4386
20917,3045,4386
20918,3045,4387
20919,3046,4387
20920,3046,4388
20921,3045,4388
20922,3045,4389
20923,3044,4389
20924,3044,4390
20925,3045,4390
20926,3045,4392
20927,3043,4392
20928,3043,4394
20929,3044,4394
20930,3044,4393
20931,3045,4393
20932,3045,4394
20933,3044,4394
20934,3044,4396
20935,3043,4396
20936,3043,4395
20937,3042,4395
20938,3042,4396
20939,3041,4396
20940,3041,4397
20941,3042,4397
20942,3042,4398
20943,3043,4398
20944,3043,4399
20945,3044,4399
20946,3044,4400
20947,3045,4400
20948,3045,4401
20949,3046,4401
20950,3046,4402
20951,3045,4402
20952,3045,4401
20953,3044,4401
20954,3044,4400
20955,3043,4400
20956,3043,4401
20957,3042,4401
20958,3042,4402
20959,3041,4402
20960,3041,4407
20961,3042,4407
20962,3042,4408
20963,3041,4408
20964,3041,4409
20965,3040,4409
20966,3040,4412
20967,3041,4412
20968,3041,4413
20969,3040,4413
20970,3040,4412
20971,3039,4412
20972,3039,4413
20973,3038,4413
20974,3038,4414
20975,3037,4414
20976,3037,4415
20977,3040,4415
20978,3040,4416
20979,3039,4416
20980,3039,4417
20981,3038,4417
20982,3038,4418
20983,3037,4418
20984,3037,4419
20985,3038,4419
20986,3038,4421
20987,3037,4421
20988,3037,4423
20989,3038,4423
20990,3038,4427
20991,3037,4427
20992,3037,4428
20993,3035,4428
20994,3035,4429
20995,3036,4429
20996,3036,4430
20997,3037,4430
20998,3037,4431
20999,3036,4431
21000,3036,4430
21001,3035,4430
21002,3035,4431
21003,3034,4431
21004,3034,4432
21005,3035,4432
21006,3035,4433
21007,3036,4433
21008,3036,4434
21009,3035,4434
21010,3035,4435
21011,3034,4435
21012,3034,4436
21013,3035,4436
21014,3035,4437
21015,3034,4437
21016,3034,4436
21017,3033,4436
21018,3033,4439
21019,3034,4439
21020,3034,4440
21021,3033,4440
21022,3033,4442
21023,3031,4442
21024,3031,4444
21025,3033,4444
21026,3033,4445
21027,3032,4445
21028,3032,4446
21029,3031,4446
21030,3031,4447
21031,3030,4447
21032,3030,4448
21033,3032,4448
21034,3032,4450
21035,3031,4450
21036,3031,4451
21037,3030,4451
21038,3030,4452
21039,3031,4452
21040,3031,4454
21041,3029,4454
21042,3029,4455
21043,3031,4455
21044,3031,4456
21045,3029,4456
21046,3029,4457
21047,3028,4457
21048,3028,4460
21049,3027,4460
21050,3027,4461
21051,3028,4461
21052,3028,4462
21053,3029,4462
21054,3029,4465
21055,3028,4465
21056,3028,4463
21057,3027,4463
21058,3027,4467
21059,3028,4467
21060,3028,4468
21061,3027,4468
21062,3027,4469
21063,3026,4469
21064,3026,4472
21065,3025,4472
21066,3025,4474
21067,3026,4474
21068,3026,4475
21069,3025,4475
21070,3025,4474
21071,3024,4474
21072,3024,4473
21073,3022,4473
21074,3022,4474
21075,3023,4474
21076,3023,4475
21077,3024,4475
21078,3024,4476
21079,3025,4476
21080,3025,4477
21081,3024,4477
21082,3024,4476
21083,3023,4476
21084,3023,4477
21085,3022,4477
21086,3022,4478
21087,3023,4478
21088,3023,4480
21089,3022,4480
21090,3022,4481
21091,3021,4481
21092,3021,4482
21093,3023,4482
21094,3023,4483
21095,3020,4483
21096,3020,4484
21097,3021,4484
21098,3021,4486
21099,3022,4486
21100,3022,4487
21101,3021,4487
21102,3021,4488
21103,3022,4488
21104,3022,4489
21105,3020,4489
21106,3020,4492
21107,3021,4492
21108,3021,4493
21109,3020,4493
21110,3020,4492
21111,3019,4492
21112,3019,4493
21113,3018,4493
21114,3018,4494
21115,3019,4494
21116,3019,4495
21117,3018,4495
21118,3018,4496
21119,3019,4496
21120,3019,4497
21121,3020,4497
21122,3020,4498
21123,3018,4498
21124,3018,4499
21125,3019,4499
21126,3019,4501
21127,3018,4501
21128,3018,4500
21129,3017,4500
21130,3017,4503
21131,3018,4503
21132,3018,4504
21133,3019,4504
21134,3019,4505
21135,3018,4505
21136,3018,4506
21137,3017,4506
21138,3017,4505
21139,3016,4505
21140,3016,4506
21141,3015,4506
21142,3015,4507
21143,3018,4507
21144,3018,4509
21145,3019,4509
21146,3019,4510
21147,3018,4510
21148,3018,4509
21149,3016,4509
21150,3016,4510
21151,3017,4510
21152,3017,4511
21153,3016,4511
21154,3016,4512
21155,3018,4512
21156,3018,4513
21157,3016,4513
21158,3016,4514
21159,3018,4514
21160,3018,4515
21161,3016,4515
21162,3016,4516
21163,3017,4516
21164,3017,4519
21165,3018,4519
21166,3018,4520
21167,3017,4520
21168,3017,4521
21169,3016,4521
21170,3016,4523
21171,3015,4523
21172,3015,4528
21173,3014,4528
21174,3014,4531
21175,3013,4531
21176,3013,4532
21177,3012,4532
21178,3012,4538
21179,3011,4538
21180,3011,4541
21181,3010,4541
21182,3010,4542
21183,3011,4542
21184,3011,4543
21185,3010,4543
21186,3010,4544
21187,3009,4544
21188,3009,4549
21189,3008,4549
21190,3008,4550
21191,3007,4550
21192,3007,4556
21193,3006,4556
21194,3006,4558
21195,3007,4558
21196,3007,4559
21197,3006,4559
21198,3006,4558
21199,3005,4558
21200,3005,4561
21201,3004,4561
21202,3004,4562
21203,3003,4562
21204,3003,4564
21205,3002,4564
21206,3002,4565
21207,3001,4565
21208,3001,4567
21209,3000,4567
21210,3000,4568
21211,3001,4568
21212,3001,4569
21213,3000,4569
21214,3000,4570
21215,2999,4570
21216,2999,4571
21217,2997,4571
21218,2997,4572
21219,2998,4572
21220,2998,4574
21221,2999,4574
21222,2999,4573
21223,3000,4573
21224,3000,4574
21225,2999,4574
21226,2999,4575
21227,2998,4575
21228,2998,4576
21229,2997,4576
21230,2997,4577
21231,2996,4577
21232,2996,4578
21233,2997,4578
21234,2997,4579
21235,2994,4579
21236,2994,4580
21237,2993,4580
21238,2993,4581
21239,2994,4581
21240,2994,4582
21241,2995,4582
21242,2995,4583
21243,2996,4583
21244,2996,4584
21245,2995,4584
21246,2995,4583
21247,2994,4583
21248,2994,4582
21249,2993,4582
21250,2993,4583
21251,2992,4583
21252,2992,4584
21253,2993,4584
21254,2993,4585
21255,2992,4585
21256,2992,4586
21257,2991,4586
21258,2991,4587
21259,2990,4587
21260,2990,4588
21261,2991,4588
21262,2991,4589
21263,2989,4589
21264,2989,4590
21265,2991,4590
21266,2991,4591
21267,2989,4591
21268,2989,4593
21269,2988,4593
21270,2988,4594
21271,2987,4594
21272,2987,4595
21273,2988,4595
21274,2988,4596
21275,2986,4596
21276,2986,4597
21277,2987,4597
21278,2987,4599
21279,2985,4599
21280,2985,4604
21281,2984,4604
21282,2984,4605
21283,2983,4605
21284,2983,4604
21285,2982,4604
21286,2982,4606
21287,2983,4606
21288,2983,4607
21289,2982,4607
21290,2982,4610
21291,2983,4610
21292,2983,4611
21293,2982,4611
21294,2982,4612
21295,2981,4612
21296,2981,4613
21297,2980,4613
21298,2980,4617
21299,2978,4617
21300,2978,4618
21301,2979,4618
21302,2979,4619
21303,2978,4619
21304,2978,4620
21305,2977,4620
21306,2977,4621
21307,2978,4621
21308,2978,4622
21309,2977,4622
21310,2977,4623
21311,2979,4623
21312,2979,4625
21313,2978,4625
21314,2978,4626
21315,2977,4626
21316,2977,4625
21317,2976,4625
21318,2976,4629
21319,2975,4629
21320,2975,4631
21321,2974,4631
21322,2974,4632
21323,2975,4632
21324,2975,4633
21325,2974,4633
21326,2974,4634
21327,2973,4634
21328,2973,4633
21329,2972,4633
21330,2972,4635
21331,2973,4635
21332,2973,4637
21333,2974,4637
21334,2974,4638
21335,2973,4638
21336,2973,4639
21337,2974,4639
21338,2974,4640
21339,2973,4640
21340,2973,4641
21341,2974,4641
21342,2974,4642
21343,2973,4642
21344,2973,4641
21345,2972,4641
21346,2972,4640
21347,2971,4640
21348,2971,4639
21349,2970,4639
21350,2970,4641
21351,2968,4641
21352,2968,4642
21353,2967,4642
21354,2967,4643
21355,2970,4643
21356,2970,4642
21357,2972,4642
21358,2972,4644
21359,2971,4644
21360,2971,4643
21361,2970,4643
21362,2970,4644
21363,2967,4644
21364,2967,4645
21365,2969,4645
21366,2969,4647
21367,2968,4647
21368,2968,4648
21369,2969,4648
21370,2969,4649
21371,2968,4649
21372,2968,4650
21373,2967,4650
21374,2967,4651
21375,2966,4651
21376,2966,4650
21377,2963,4650
21378,2963,4651
21379,2964,4651
21380,2964,4652
21381,2963,4652
21382,2963,4653
21383,2964,4653
21384,2964,4654
21385,2963,4654
21386,2963,4655
21387,2964,4655
21388,2964,4656
21389,2965,4656
21390,2965,4657
21391,2964,4657
21392,2964,4656
21393,2962,4656
21394,2962,4657
21395,2959,4657
21396,2959,4658
21397,2962,4658
21398,2962,4662
21399,2961,4662
21400,2961,4660
21401,2959,4660
21402,2959,4661
21403,2960,4661
21404,2960,4664
21405,2959,4664
21406,2959,4666
21407,2958,4666
21408,2958,4667
21409,2957,4667
21410,2957,4668
21411,2955,4668
21412,2955,4669
21413,2954,4669
21414,2954,4671
21415,2953,4671
21416,2953,4672
21417,2954,4672
21418,2954,4673
21419,2953,4673
21420,2953,4672
21421,2952,4672
21422,2952,4674
21423,2951,4674
21424,2951,4675
21425,2952,4675
21426,2952,4676
21427,2951,4676
21428,2951,4677
21429,2950,4677
21430,2950,4678
21431,2949,4678
21432,2949,4679
21433,2948,4679
21434,2948,4680
21435,2949,4680
21436,2949,4681
21437,2947,4681
21438,2947,4682
21439,2948,4682
21440,2948,4684
21441,2946,4684
21442,2946,4686
21443,2945,4686
21444,2945,4687
21445,2944,4687
21446,2944,4688
21447,2945,4688
21448,2945,4689
21449,2944,4689
21450,2944,4690
21451,2943,4690
21452,2943,4691
21453,2942,4691
21454,2942,4693
21455,2941,4693
21456,2941,4691
21457,2940,4691
21458,2940,4694
21459,2939,4694
21460,2939,4696
21461,2937,4696
21462,2937,4698
21463,2936,4698
21464,2936,4699
21465,2935,4699
21466,2935,4700
21467,2934,4700
21468,2934,4703
21469,2932,4703
21470,2932,4705
21471,2931,4705
21472,2931,4706
21473,2930,4706
21474,2930,4707
21475,2929,4707
21476,2929,4708
21477,2928,4708
21478,2928,4710
21479,2927,4710
21480,2927,4712
21481,2925,4712
21482,2925,4715
21483,2924,4715
21484,2924,4717
21485,2922,4717
21486,2922,4718
21487,2923,4718
21488,2923,4719
21489,2922,4719
21490,2922,4720
21491,2921,4720
21492,2921,4721
21493,2920,4721
21494,2920,4722
21495,2919,4722
21496,2919,4723
21497,2918,4723
21498,2918,4725
21499,2917,4725
21500,2917,4727
21501,2916,4727
21502,2916,4729
21503,2915,4729
21504,2915,4730
21505,2914,4730
21506,2914,4732
21507,2913,4732
21508,2913,4733
21509,2912,4733
21510,2912,4734
21511,2911,4734
21512,2911,4735
21513,2910,4735
21514,2910,4736
21515,2907,4736
21516,2907,4737
21517,2905,4737
21518,2905,4738
21519,2904,4738
21520,2904,4739
21521,2902,4739
21522,2902,4740
21523,2901,4740
21524,2901,4741
21525,2902,4741
21526,2902,4742
21527,2901,4742
21528,2901,4741
21529,2900,4741
21530,2900,4742
21531,2899,4742
21532,2899,4745
21533,2898,4745
21534,2898,4744
21535,2897,4744
21536,2897,4747
21537,2896,4747
21538,2896,4748
21539,2895,4748
21540,2895,4749
21541,2892,4749
21542,2892,4750
21543,2893,4750
21544,2893,4752
21545,2892,4752
21546,2892,4751
21547,2891,4751
21548,2891,4752
21549,2890,4752
21550,2890,4753
21551,2891,4753
21552,2891,4754
21553,2890,4754
21554,2890,4753
21555,2889,4753
21556,2889,4755
21557,2888,4755
21558,2888,4757
21559,2886,4757
21560,2886,4758
21561,2885,4758
21562,2885,4759
21563,2884,4759
21564,2884,4761
21565,2883,4761
21566,2883,4762
21567,2882,4762
21568,2882,4763
21569,2880,4763
21570,2880,4765
21571,2878,4765
21572,2878,4766
21573,2879,4766
21574,2879,4767
21575,2878,4767
21576,2878,4766
21577,2877,4766
21578,2877,4768
21579,2876,4768
21580,2876,4770
21581,2875,4770
21582,2875,4771
21583,2872,4771
21584,2872,4772
21585,2871,4772
21586,2871,4773
21587,2868,4773
21588,2868,4774
21589,2866,4774
21590,2866,4775
21591,2864,4775
21592,2864,4776
21593,2865,4776
21594,2865,4777
21595,2864,4777
21596,2864,4776
21597,2863,4776
21598,2863,4777
21599,2862,4777
21600,2862,4778
21601,2861,4778
21602,2861,4779
21603,2859,4779
21604,2859,4781
21605,2857,4781
21606,2857,4784
21607,2855,4784
21608,2855,4787
21609,2856,4787
21610,2856,4788
21611,2855,4788
21612,2855,4789
21613,2854,4789
21614,2854,4788
21615,2853,4788
21616,2853,4789
21617,2852,4789
21618,2852,4790
21619,2853,4790
21620,2853,4791
21621,2850,4791
21622,2850,4792
21623,2849,4792
21624,2849,4793
21625,2850,4793
21626,2850,4794
21627,2849,4794
21628,2849,4793
21629,2848,4793
21630,2848,4794
21631,2847,4794
21632,2847,4795
21633,2846,4795
21634,2846,4796
21635,2847,4796
21636,2847,4797
21637,2843,4797
21638,2843,4799
21639,2842,4799
21640,2842,4800
21641,2841,4800
21642,2841,4799
21643,2840,4799
21644,2840,4802
21645,2839,4802
21646,2839,4801
21647,2838,4801
21648,2838,4802
21649,2837,4802
21650,2837,4803
21651,2834,4803
21652,2834,4804
21653,2833,4804
21654,2833,4803
21655,2832,4803
21656,2832,4805
21657,2833,4805
21658,2833,4806
21659,2832,4806
21660,2832,4805
21661,2830,4805
21662,2830,4806
21663,2829,4806
21664,2829,4807
21665,2826,4807
21666,2826,4808
21667,2825,4808
21668,2825,4810
21669,2824,4810
21670,2824,4811
21671,2823,4811
21672,2823,4812
21673,2820,4812
21674,2820,4815
21675,2819,4815
21676,2819,4814
21677,2817,4814
21678,2817,4815
21679,2816,4815
21680,2816,4816
21681,2817,4816
21682,2817,4817
21683,2816,4817
21684,2816,4816
21685,2815,4816
21686,2815,4817
21687,2814,4817
21688,2814,4816
21689,2813,4816
21690,2813,4817
21691,2811,4817
21692,2811,4819
21693,2810,4819
21694,2810,4818
21695,2809,4818
21696,2809,4819
21697,2808,4819
21698,2808,4820
21699,2807,4820
21700,2807,4821
21701,2805,4821
21702,2805,4822
21703,2804,4822
21704,2804,4824
21705,2803,4824
21706,2803,4825
21707,2802,4825
21708,2802,4826
21709,2799,4826
21710,2799,4827
21711,2798,4827
21712,2798,4829
21713,2796,4829
21714,2796,4830
21715,2795,4830
21716,2795,4831
21717,2794,4831
21718,2794,4832
21719,2790,4832
21720,2790,4834
21721,2789,4834
21722,2789,4833
21723,2788,4833
21724,2788,4834
21725,2787,4834
21726,2787,4835
21727,2786,4835
21728,2786,4836
21729,2782,4836
21730,2782,4837
21731,2780,4837
21732,2780,4838
21733,2777,4838
21734,2777,4839
21735,2774,4839
21736,2774,4840
21737,2772,4840
21738,2772,4841
21739,2771,4841
21740,2771,4840
21741,2767,4840
21742,2767,4842
21743,2766,4842
21744,2766,4841
21745,2764,4841
21746,2764,4842
21747,2761,4842
21748,2761,4843
21749,2760,4843
21750,2760,4842
21751,2759,4842
21752,2759,4843
21753,2758,4843
21754,2758,4844
21755,2757,4844
21756,2757,4843
21757,2755,4843
21758,2755,4844
21759,2753,4844
21760,2753,4845
21761,2752,4845
21762,2752,4844
21763,2751,4844
21764,2751,4845
21765,2750,4845
21766,2750,4844
21767,2749,4844
21768,2749,4845
21769,2747,4845
21770,2747,4844
21771,2745,4844
21772,2745,4846
21773,2744,4846
21774,2744,4845
21775,2742,4845
21776,2742,4847
21777,2741,4847
21778,2741,4845
21779,2740,4845
21780,2740,4846
21781,2737,4846
21782,2737,4847
21783,2736,4847
21784,2736,4846
21785,2735,4846
21786,2735,4847
21787,2734,4847
21788,2734,4848
21789,2732,4848
21790,2732,4847
21791,2730,4847
21792,2730,4849
21793,2726,4849
21794,2726,4850
21795,2727,4850
21796,2727,4851
21797,2726,4851
21798,2726,4850
21799,2725,4850
21800,2725,4849
21801,2724,4849
21802,2724,4850
21803,2723,4850
21804,2723,4851
21805,2722,4851
21806,2722,4850
21807,2721,4850
21808,2721,4851
21809,2720,4851
21810,2720,4852
21811,2718,4852
21812,2718,4853
21813,2716,4853
21814,2716,4854
21815,2715,4854
21816,2715,4853
21817,2714,4853
21818,2714,4855
21819,2712,4855
21820,2712,4857
21821,2710,4857
21822,2710,4856
21823,2709,4856
21824,2709,4857
21825,2708,4857
21826,2708,4858
21827,2709,4858
21828,2709,4859
21829,2708,4859
21830,2708,4860
21831,2707,4860
21832,2707,4859
21833,2706,4859
21834,2706,4861
21835,2704,4861
21836,2704,4862
21837,2705,4862
21838,2705,4863
21839,2703,4863
21840,2703,4859
21841,2702,4859
21842,2702,4863
21843,2701,4863
21844,2701,4864
21845,2699,4864
21846,2699,4865
21847,2698,4865
21848,2698,4866
21849,2697,4866
21850,2697,4869
21851,2696,4869
21852,2696,4868
21853,2695,4868
21854,2695,4869
21855,2694,4869
21856,2694,4872
21857,2695,4872
21858,2695,4871
21859,2696,4871
21860,2696,4870
21861,2697,4870
21862,2697,4871
21863,2696,4871
21864,2696,4872
21865,2695,4872
21866,2695,4873
21867,2694,4873
21868,2694,4872
21869,2693,4872
21870,2693,4875
21871,2692,4875
21872,2692,4877
21873,2691,4877
21874,2691,4878
21875,2692,4878
21876,2692,4880
21877,2690,4880
21878,2690,4881
21879,2688,4881
21880,2688,4882
21881,2689,4882
21882,2689,4884
21883,2688,4884
21884,2688,4885
21885,2689,4885
21886,2689,4887
21887,2688,4887
21888,2688,4885
21889,2687,4885
21890,2687,4886
21891,2685,4886
21892,2685,4887
21893,2687,4887
21894,2687,4888
21895,2686,4888
21896,2686,4890
21897,2687,4890
21898,2687,4891
21899,2686,4891
21900,2686,4892
21901,2685,4892
21902,2685,4895
21903,2684,4895
21904,2684,4897
21905,2683,4897
21906,2683,4899
21907,2684,4899
21908,2684,4901
21909,2683,4901
21910,2683,4905
21911,2682,4905
21912,2682,4906
21913,2681,4906
21914,2681,4908
21915,2680,4908
21916,2680,4912
21917,2679,4912
21918,2679,4913
21919,2678,4913
21920,2678,4914
21921,2679,4914
21922,2679,4915
21923,2677,4915
21924,2677,4919
21925,2676,4919
21926,2676,4922
21927,2675,4922
21928,2675,4920
21929,2674,4920
21930,2674,4921
21931,2673,4921
21932,2673,4922
21933,2674,4922
21934,2674,4923
21935,2672,4923
21936,2672,4924
21937,2673,4924
21938,2673,4925
21939,2672,4925
21940,2672,4926
21941,2671,4926
21942,2671,4928
21943,2672,4928
21944,2672,4929
21945,2671,4929
21946,2671,4928
21947,2670,4928
21948,2670,4930
21949,2669,4930
21950,2669,4931
21951,2668,4931
21952,2668,4932
21953,2667,4932
21954,2667,4935
21955,2666,4935
21956,2666,4937
21957,2665,4937
21958,2665,4938
21959,2666,4938
21960,2666,4939
21961,2665,4939
21962,2665,4940
21963,2664,4940
21964,2664,4942
21965,2665,4942
21966,2665,4943
21967,2664,4943
21968,2664,4944
21969,2663,4944
21970,2663,4946
21971,2662,4946
21972,2662,4948
21973,2663,4948
21974,2663,4949
21975,2661,4949
21976,2661,4951
21977,2660,4951
21978,2660,4952
21979,2661,4952
21980,2661,4953
21981,2660,4953
21982,2660,4954
21983,2659,4954
21984,2659,4955
21985,2658,4955
21986,2658,4958
21987,2657,4958
21988,2657,4959
21989,2658,4959
21990,2658,4960
21991,2659,4960
21992,2659,4964
21993,2658,4964
21994,2658,4966
21995,2657,4966
21996,2657,4969
21997,2656,4969
21998,2656,4970
21999,2657,4970
22000,2657,4971
22001,2656,4971
22002,2656,4970
22003,2655,4970
22004,2655,4971
22005,2654,4971
22006,2654,4973
22007,2653,4973
22008,2653,4975
22009,2652,4975
22010,2652,4977
22011,2650,4977
22012,2650,4978
22013,2649,4978
22014,2649,4979
22015,2648,4979
22016,2648,4982
22017,2647,4982
22018,2647,4983
22019,2645,4983
22020,2645,4984
22021,2647,4984
22022,2647,4985
22023,2643,4985
22024,2643,4986
22025,2641,4986
22026,2641,4988
22027,2640,4988
22028,2640,4989
22029,2638,4989
22030,2638,4990
22031,2637,4990
22032,2637,4989
22033,2636,4989
22034,2636,4990
22035,2635,4990
22036,2635,4991
22037,2636,4991
22038,2636,4992
22039,2634,4992
22040,2634,4994
22041,2633,4994
22042,2633,4995
22043,2632,4995
22044,2632,4996
22045,2631,4996
22046,2631,4997
22047,2630,4997
22048,2630,4998
22049,2631,4998
22050,2631,4999
22051,2630,4999
22052,2630,5000
22053,2629,5000
22054,2629,5001
22055,2628,5001
22056,2628,5002
22057,2627,5002
22058,2627,5003
22059,2626,5003
22060,2626,5005
22061,2624,5005
22062,2624,5006
22063,2623,5006
22064,2623,5009
22065,2622,5009
22066,2622,5011
22067,2621,5011
22068,2621,5013
22069,2622,5013
22070,2622,5015
22071,2621,5015
22072,2621,5019
22073,2620,5019
22074,2620,5022
22075,2621,5022
22076,2621,5023
22077,2620,5023
22078,2620,5027
22079,2619,5027
22080,2619,5030
22081,2617,5030
22082,2617,5032
22083,2618,5032
22084,2618,5031
22085,2620,5031
22086,2620,5030
22087,2621,5030
22088,2621,5031
22089,2620,5031
22090,2620,5032
22091,2618,5032
22092,2618,5033
22093,2616,5033
22094,2616,5036
22095,2614,5036
22096,2614,5038
22097,2613,5038
22098,2613,5039
22099,2612,5039
22100,2612,5038
22101,2613,5038
22102,2613,5037
22103,2610,5037
22104,2610,5038
22105,2611,5038
22106,2611,5040
22107,2612,5040
22108,2612,5041
22109,2614,5041
22110,2614,5040
22111,2615,5040
22112,2615,5041
22113,2616,5041
22114,2616,5042
22115,2615,5042
22116,2615,5041
22117,2614,5041
22118,2614,5042
22119,2613,5042
22120,2613,5043
22121,2614,5043
22122,2614,5046
22123,2615,5046
22124,2615,5047
22125,2616,5047
22126,2616,5049
22127,2615,5049
22128,2615,5050
22129,2613,5050
22130,2613,5051
22131,2612,5051
22132,2612,5052
22133,2613,5052
22134,2613,5053
22135,2615,5053
22136,2615,5052
22137,2616,5052
22138,2616,5054
22139,2617,5054
22140,2617,5055
22141,2616,5055
22142,2616,5054
22143,2615,5054
22144,2615,5058
22145,2614,5058
22146,2614,5054
22147,2611,5054
22148,2611,5055
22149,2612,5055
22150,2612,5058
22151,2613,5058
22152,2613,5059
22153,2612,5059
22154,2612,5058
22155,2611,5058
22156,2611,5057
22157,2610,5057
22158,2610,5058
22159,2609,5058
22160,2609,5057
22161,2610,5057
22162,2610,5056
22163,2609,5056
22164,2609,5055
22165,2610,5055
22166,2610,5054
22167,2609,5054
22168,2609,5053
22169,2608,5053
22170,2608,5052
22171,2607,5052
22172,2607,5051
22173,2608,5051
22174,2608,5052
22175,2611,5052
22176,2611,5051
22177,2612,5051
22178,2612,5050
22179,2613,5050
22180,2613,5049
22181,2615,5049
22182,2615,5047
22183,2614,5047
22184,2614,5048
22185,2613,5048
22186,2613,5047
22187,2612,5047
22188,2612,5048
22189,2611,5048
22190,2611,5047
22191,2610,5047
22192,2610,5046
22193,2611,5046
22194,2611,5047
22195,2612,5047
22196,2612,5046
22197,2613,5046
22198,2613,5044
22199,2611,5044
22200,2611,5045
22201,2610,5045
22202,2610,5044
22203,2609,5044
22204,2609,5043
22205,2610,5043
22206,2610,5044
22207,2611,5044
22208,2611,5042
22209,2610,5042
22210,2610,5038
22211,2609,5038
22212,2609,5042
22213,2608,5042
22214,2608,5041
22215,2607,5041
22216,2607,5040
22217,2605,5040
22218,2605,5041
22219,2606,5041
22220,2606,5042
22221,2607,5042
22222,2607,5043
22223,2608,5043
22224,2608,5044
22225,2607,5044
22226,2607,5046
22227,2605,5046
22228,2605,5047
22229,2604,5047
22230,2604,5045
22231,2603,5045
22232,2603,5043
22233,2602,5043
22234,2602,5046
22235,2603,5046
22236,2603,5047
22237,2602,5047
22238,2602,5046
22239,2599,5046
22240,2599,5047
22241,2598,5047
22242,2598,5046
22243,2597,5046
22244,2597,5047
22245,2596,5047
22246,2596,5044
22247,2595,5044
22248,2595,5045
22249,2594,5045
22250,2594,5046
22251,2595,5046
22252,2595,5047
22253,2594,5047
22254,2594,5046
22255,2593,5046
22256,2593,5047
22257,2592,5047
22258,2592,5048
22259,2591,5048
22260,2591,5049
22261,2589,5049
22262,2589,5051
22263,2588,5051
22264,2588,5053
22265,2586,5053
22266,2586,5052
